#Version: 0.1
#Glossary type: Porifera
#Source: http://purl.obolibrary.org/obo/poro.owl
#Finalized by: Elvis Wu
#Date: 7/07/2014
#Reviewers: Elvis Wu
#Source producer: Extracted from Porifera Ontology

"term","category","hasSyn","sourceDataset","termID"
"ectosome","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000281"
"plate","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000910"
"basal_spongin_plate","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000164"
"sieve_plate","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000527"
"calcareous_plate","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000935"
"lamina","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000367"
"latilamina","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000369"
"tabula","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000579"
"reproductive_body","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000900"
"gemmule","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000330"
"statoblast","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000553"
"bud","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000176"
"tyle","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000618"
"cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/CARO_0000013"
"flagellated_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000914"
"flagellated_endopinacocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000933"
"choanocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000003"
"collar_body","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000221"
"carrier_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000185"
"flagellated_exopinacocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000934"
"germ_line_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/CL_0000039"
"spermatid","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000701"
"spermatocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/CL_0000017"
"oocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/CL_0000023"
"sponge_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000000"
"eosinophilic_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000289"
"follicle_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000320"
"secretory_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000012"
"spongocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000013"
"basopinacocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000168"
"collencyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000222"
"lophocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000005"
"sclerocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000011"
"spermiocyst","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000536"
"nurse_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000417"
"trophocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000612"
"myocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000014"
"spongiocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000702"
"gray_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000015"
"archaeocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000016"
"thesocyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000591"
"granular_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000704"
"microgranular_cell","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000401"
"cystencyte","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000247"
"choanoblast","structure","0","OBO_PORO","http://purl.obolibrary.org/obo/PORO_0000196"
